         80437130 function calls (78149436 primitive calls) in 209.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      171    0.003    0.000    0.014    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\common.py:304(_get_filepath_or_buffer)
     1894    0.003    0.000    0.097    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3914(get_ybound)
     1020    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:37(__init__)
     2682    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\numeric.py:1962(isscalar)
       97    0.003    0.000    0.078    0.001 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:543(__exit__)
       85    0.003    0.000    0.074    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:1371(inspect_excel_format)
      720    0.003    0.000    0.444    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\ImageTk.py:54(_pyimagingtkcall)
       42    0.003    0.000    0.174    0.004 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\gradient_descent.py:294(compute_cost)
      873    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
       85    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\python_parser.py:382(_infer_columns)
      887    0.003    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1783(is_consolidated)
     2590    0.003    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1932(set_minor_formatter)
     1902    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:592(_ensure_array)
      851    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:1060(close)
     1706    0.003    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:236(set_axis)
      419    0.003    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:7770(get_unanimous_names)
     1379    0.003    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\warnings.py:165(simplefilter)
     1032    0.003    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2634(__init__)
     1437    0.003    0.000    0.052    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:880(endStream)
     5006    0.003    0.000    0.028    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\worksheet.py:220(cell)
     4971    0.003    0.000    0.027    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\formats\excel.py:742(_format_regular_rows)
      378    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:1007(_exit_slits)
     4136    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:494(__init__)
     7021    0.003    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:252(get)
      405    0.003    0.000    0.003    0.000 {built-in method PIL._imaging.new}
     2820    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:394(__init__)
      204    0.003    0.000    0.084    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
     4332    0.003    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1600(<genexpr>)
      602    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:336(_iter_collection)
      363    0.003    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:526(_get_empty_dtype)
     9903    0.003    0.000    0.003    0.000 {method 'copy' of 'dict' objects}
      510    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_cm.py:142(_g30)
     5006    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:1293(_value_with_fmt)
      798    0.003    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\namedarray\core.py:502(_parse_dimensions)
     1956    0.003    0.000    0.003    0.000 {built-in method math.ceil}
     8831    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:138(<dictcomp>)
       85    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\base_parser.py:115(__init__)
      422    0.003    0.000    0.017    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:287(get_dtypes)
      378    0.003    0.000    0.087    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:6454(dtypes)
     1390    0.003    0.000    0.272    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:876(beginStream)
     2590    0.003    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:471(set_usetex)
     1020    0.003    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:1779(__init__)
      683    0.003    0.000    0.004    0.000 <frozen posixpath>:71(join)
    14439    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:561(size)
      768    0.003    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2296(has_data)
     4644    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:575(_get_axis_number)
       48    0.003    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:269(_get_coord_info)
     2442    0.003    0.000    0.017    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:597(<genexpr>)
    12375    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:1205(score_style)
      764    0.003    0.000    0.003    0.000 {method 'flush' of 'zlib.Decompress' objects}
     1516    0.003    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:728(is_valid_na_for_dtype)
     2550    0.003    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:2190(vmax)
     1148    0.003    0.000    0.022    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\colors.py:80(__init__)
      185    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:1153(take)
     1399    0.003    0.000    0.020    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:1100(argsort)
      510    0.003    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2650(set_label_position)
      171    0.003    0.000    0.064    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:1242(__init__)
     1032    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:510(set_hatch)
    13741    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:2216(cast)
      171    0.003    0.000    0.531    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\compat\_optional.py:85(import_optional_dependency)
      219    0.003    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
     2476    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:249(__set__)
      174    0.003    0.000    0.017    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\views.py:83(__init__)
     4132    0.003    0.000    0.003    0.000 {built-in method _tkinter._flatten}
      352    0.003    0.000    0.049    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:706(<listcomp>)
      383    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:484(__init__)
     2725    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\encodings\cp437.py:14(decode)
      171    0.003    0.000    0.014    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\ops\array_ops.py:288(comparison_op)
       42    0.003    0.000    0.025    0.001 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\feature_extraction.py:16(select_sigma_delta_maps)
      126    0.003    0.000    0.214    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexes.py:499(safe_cast_to_index)
     2372    0.003    0.000    0.003    0.000 {built-in method matplotlib.ft2font.get_descent}
      485    0.003    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
      342    0.003    0.000    0.003    0.000 {built-in method _abc._abc_init}
     2088    0.003    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\_util.py:12(is_path)
      221    0.003    0.000    0.035    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\named_styles.py:50(__init__)
       85    0.003    0.000    0.083    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\workbook.py:43(parse)
      510    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_cm.py:143(_g31)
      440    0.003    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\__init__.py:9(__new__)
     1008    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:1018(get_bbox_to_anchor)
     7176    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:6669(isMaskedArray)
     1982    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:1772(_get_names)
     5223    0.003    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\util.py:110(get)
     1685    0.003    0.000    0.003    0.000 {method 'sort' of 'list' objects}
     1706    0.003    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
     1530    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorizer.py:421(norm)
      341    0.003    0.000    0.041    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\xml\etree\ElementTree.py:1222(iterparse)
      588    0.003    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:679(destroy)
     1961    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:85(add)
     3435    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:270(y1)
      387    0.003    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3596(set_xlabel)
     5983    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:624(get_markevery)
     6715    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:995(minpos)
        3    0.003    0.001    0.004    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\worksheet.py:378(calculate_dimension)
     3647    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:200(get_path)
      881    0.003    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:774(_view)
     5983    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\markers.py:355(get_alt_path)
     2059    0.003    0.000    0.296    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      510    0.003    0.000    0.108    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:1505(read)
      510    0.003    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3502(shape)
     6870    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\strings\object_array.py:147(<lambda>)
      510    0.003    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\axes_grid1\axes_divider.py:28(__init__)
     1234    0.003    0.000    0.025    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:514(_validate_dtype)
     7079    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:152(<dictcomp>)
     4590    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:1792(tick_values)
       85    0.003    0.000    0.718    0.008 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\excel.py:212(read_worksheets)
